"IDRSSD"	FDIC Certificate Number	OCC Charter Number	OTS Docket Number	Primary ABA Routing Number	Financial Institution Name	Financial Institution Address	Financial Institution City	Financial Institution State	Financial Institution Zip Code	Financial Institution Filing Type	Last Date/Time Submission Updated On
2873075	35385	23957	0	41215582	OHIO LEGACY BANK, N.A.	305 WEST LIBERTY STREET 	WOOSTER	OH	44691	041	2005-08-08T16:16:33
2873860	34951	0	0	31207856	HARVEST COMMUNITY BANK	285 NORTH BROADWAY 	PENNSVILLE	NJ	08070	041	2005-08-08T16:16:33
2873981	35416	0	0	81026032	PARTNERS BANK	#1 GINGER CREEK MEADOWS 	GLEN CARBON	IL	62034	041	2005-08-08T16:16:33
2874634	35296	0	17522	64108540	TENNESSEE COMMERCE BANK	381 MALLORY STATION ROAD SUITE 207	FRANKLIN	TN	37067	041	2005-08-08T16:16:33
2875202	35516	0	17123	73908980	CITIZENS BANK	10101 UNIVERSITY AVENUE 	CLIVE	IA	50325	041	2005-08-08T16:16:33
2875592	35090	0	0	65405365	FIRST COMMUNITY BANK	600 SOUTHWEST RAILROAD AVENUE 	HAMMOND	LA	70403	041	2005-08-08T16:16:33
2876290	35283	0	17270	53112301	CENTENNIAL BANK	185 WEST MORGANTON RD 	SOUTHERN PINES	NC	28387	041	2005-08-08T16:16:33
2876311	35306	0	17885	74914274	UNITED COMMERCE BANK	211 SOUTH COLLEGE 	BLOOMINGTON	IN	47404	041	2005-08-08T16:16:33
2876889	35379	0	17684	61119846	HORIZON BANK	1059 MISTLETOE ROAD 	DECATUR	GA	30033	041	2005-08-08T16:16:33
2877345	35521	0	0	64008611	INSURORS BANK OF TENNESSEE	2500 HILLSBORO ROAD SUITE 102	NASHVILLE	TN	37212	041	2005-08-08T16:16:33
2877484	35314	0	17005	62006356	ALAMERICA BANK	2170 HIGHLAND AVENUE SOUTH 	BIRMINGHAM	AL	35205	041	2005-08-08T16:16:33
2877831	35439	0	16920	65306134	BANK OF BROOKHAVEN	411 BROOKWAY BOULEVARD 	BROOKHAVEN	MS	39602	041	2005-08-08T16:16:33
2877840	34998	0	0	61119794	FIRST INTERCONTINENTAL BANK	5593 BUFORD HIGHWAY 	DORAVILLE	GA	30340	041	2005-08-08T16:16:33
2877886	35374	0	0	65106363	VISION BANK	2201 WEST 1ST STREET 	GULF SHORES	AL	36542	041	2005-08-08T16:16:33
2879992	35235	0	0	21213410	HILLTOP COMMUNITY BANK	385 SPRINGFIELD AVENUE 	SUMMIT	NJ	07901	041	2005-08-08T16:16:33
2880019	35323	0	0	124303036	UTAH COMMUNITY BANK	820 EAST 9400 SOUTH 	SANDY	UT	84094	041	2005-08-08T16:16:33
2881593	35380	23955	0	83908284	HENDERSON NATIONAL BANK	208 NORTH MAIN STREET 	HENDERSON	KY	42420	041	2005-08-08T16:16:33
2882125	35445	0	0	75917908	FIRST BUSINESS BANK - MILWAUKEE	18500 WEST CORPORATE DRIVE 	BROOKFIELD	WI	53045	041	2005-08-08T16:16:33
2882983	35477	0	0	73922762	CITIZENS FIRST BANK	1442 LINCOLNWAY 	CLINTON	IA	52732	041	2005-08-08T16:16:33
2883001	35433	0	17827	71926171	UNITED COMMUNITY BANK OF LISLE	1026 OGDEN AVENUE PO BOX 4415	LISLE	IL	60532	041	2005-08-08T16:16:33
2883038	35577	0	17606	72414022	FIRSTBANK - ST. JOHNS	201 NORTH CLINTON AVENUE 	SAINT JOHNS	MI	48879	041	2005-08-08T16:16:33
2883047	35291	0	17871	71926113	COMMUNITY BANK OF LEMONT	1229 STATE STREET 	LEMONT	IL	60439	041	2005-08-08T16:16:33
2883971	35492	0	17765	112206763	MESILLA VALLEY BANK	230 S. ALAMEDA BLVD. 	LAS CRUCES	NM	880052619	041	2005-08-08T16:16:33
2883980	35471	0	17100	91217077	BORDER STATE BANK OF INTERNATIONAL FALLS	1580 HIGHWAY 71 	INTERNATIONAL FALLS	MN	56649	041	2005-08-08T16:16:33
2885171	35259	0	17120	61119781	BANK OF GEORGIA, THE	2008 HIGHWAY 54 WEST 	FAYETTEVILLE	GA	30214	041	2005-08-08T16:16:33
2886178	35367	0	0	75917898	PEOPLES BANK	837 NORTH WISCONSIN STREET PO BOX 890	ELKHORN	WI	531210890	041	2005-08-08T16:16:33
2886187	35386	0	0	75917911	BANK OF KENOSHA	5117 GREEN BAY ROAD 	KENOSHA	WI	53144	041	2005-08-08T16:16:33
2887157	35540	23952	0	0	FIRSTFED TRUST COMPANY, NATIONAL ASSOCIATION	ONE FIRSTFED PARK 	SWANSEA	MA	02777	041	2005-08-08T16:16:33
2887269	35562	24050	17730	73922775	AMERICAN NATIONAL BANK	400 MORNINGSIDE DRIVE 	SAC CITY	IA	50583	041	2005-08-08T16:16:33
2887335	57019	23988	0	0	FULTON FINANCIAL ADVISORS, N.A.	7  N. QUEEN STREET ONE PENN SQUARE	LANCASTER	PA	176044887	041	2005-08-08T16:16:33
2887399	35117	0	0	42215578	CENTERBANK	744 STATE ROUTE 28 P.O. BOX 990	MILFORD	OH	45150	041	2005-08-08T16:16:33
2887661	35462	23992	0	55003353	BAY NATIONAL BANK	2328 WEST JOPPA ROAD 	LUTHERVILLE	MD	21093	041	2005-08-08T16:16:33
2888604	35327	0	0	63114920	FIRST KENSINGTON BANK	1300 PINEHURST DRIVE 	SPRING HILL	FL	34606	041	2005-08-08T16:16:33
2888789	35426	0	0	21213465	TWO RIVER COMMUNITY BANK	1250 HIGHWAY 35 SOUTH 	MIDDLETOWN	NJ	07748	041	2005-08-08T16:16:33
2889227	35377	0	0	26013479	ALPINE CAPITAL BANK	680 FIFTH AVENUE, 15TH FLOOR 	NEW YORK	NY	10019	041	2005-08-08T16:16:33
2893831	35440	23989	0	61119956	FUTURUS BANK, N.A.	5225 WINDWARD PARKWAY 	ALPHARETTA	GA	30004	041	2005-08-08T16:16:33
2895835	35284	0	17027	53112314	CORNERSTONE BANK	3710 W NASH ST 	WILSON	NC	27896	041	2005-08-08T16:16:33
2896216	35304	0	0	63114917	FIRST BUSINESS BANK	340 NORTH HARBOR CITY BOULEVARD 	MELBOURNE	FL	32935	041	2005-08-08T16:16:33
2896298	35418	0	0	122402094	NEVADA COMMERCE BANK	3200 SOUTH VALLEY VIEW BOULEVARD 	LAS VEGAS	NV	89102	041	2005-08-08T16:16:33
2896430	35579	24033	0	91017086	ING NATIONAL TRUST	100 WASHINGTON AVENUE SOUTH SUITE 700	MINNEAPOLIS	MN	55401	041	2005-08-08T16:16:33
2897400	35487	0	17205	91017099	BUSINESS BANK, THE	11100 WAYZATA BOULEVARD SUITE 150	MINNETONKA	MN	55305	041	2005-08-08T16:16:33
2897503	35346	23943	0	51409087	BANK OF POWHATAN, NATIONAL ASSOCIATION	2320 ANDERSON HIGHWAY 	POWHATAN	VA	23139	041	2005-08-08T16:16:33
2897633	35455	0	0	42108290	BANK OF CORBIN	1030  CUMBERLAND FALLS HIGHWAY 	CORBIN	KY	40701	041	2005-08-08T16:16:33
2897736	35475	0	0	55003366	COMMERCEFIRST BANK	1804 WEST STREET, SUITE 200 	ANNAPOLIS	MD	21401	041	2005-08-08T16:16:33
2897754	35312	0	0	31918637	FIRST CORNERSTONE BANK	1004 WEST NINTH AVENUE 	KING OF PRUSSIA	PA	19406	041	2005-08-08T16:16:33
2897763	35515	0	17473	51409100	HANOVER BANK	8071 MECHANICSVILLE TURNPIKE 	MECHANICSVILLE	VA	23111	041	2005-08-08T16:16:33
2900092	35524	0	0	91917115	COMMUNITY PRIDE BANK	1441 BUNKER LAKE BOULEVARD NORTHEAST 	HAM LAKE	MN	55304	041	2005-08-08T16:16:33
2901343	35437	23982	0	53208066	ISLANDS COMMUNITY BANK, NATIONAL ASSOCIATION	2348 BOUNDARY ST 	BEAUFORT	SC	29902	041	2005-08-08T16:16:33
2901558	57031	0	0	107006897	CHAMPION BANK	16790 CENTRE COURT 	PARKER	CO	80134	041	2005-08-08T16:16:33
2901688	34820	0	0	122487200	SECURITY STATE SAVINGS BANK	7161 SOUTH EASTERN AVENUE, SUITE 3F 	LAS VEGAS	NV	89119	041	2005-08-08T16:16:33
2902041	35586	0	0	72414093	NEW LIBERTY BANK	245 NORTH MAIN STREET 	PLYMOUTH	MI	481701238	041	2005-08-08T16:16:33
2903123	35365	0	17470	53112327	BANK OF OAK RIDGE	2211 OAK RIDGE ROAD 	OAK RIDGE	NC	27310	041	2005-08-08T16:16:33
2904344	35397	0	17199	63114946	COAST BANK OF FLORIDA	2412 CORTEZ ROAD WEST 	BRADENTON	FL	34207	041	2005-08-08T16:16:33
2904849	35464	24003	0	53208040	SUNBANK, NATIONAL ASSOCIATION	4367 RIVERWOOD DRIVE 	MURRELLS INLET	SC	29576	041	2005-08-08T16:16:33
2905163	35591	0	0	21313569	TROY COMMERCIAL BANK, THE	433 RIVER STREET 	TROY	NY	12180	041	2005-08-08T16:16:33
2905538	35313	0	0	63115000	CENTERSTATE BANK OF FLORIDA	1101 FIRST STREET SOUTH 	WINTER HAVEN	FL	33880	041	2005-08-08T16:16:33
2905565	35224	23896	17109	62206347	ALABAMA TRUST BANK, NATIONAL ASSOCIATION	101 WEST FORT WILLIAMS STREET 	SYLACAUGA	AL	35150	041	2005-08-08T16:16:33
2905604	35242	0	0	61119859	NORTH GEORGIA BANK	7911 MACON HIGHWAY 	WATKINSVILLE	GA	30677	041	2005-08-08T16:16:33
2905613	35299	0	0	61119817	SECURITY EXCHANGE BANK	833 SOUTH COBB DRIVE 	MARIETTA	GA	30060	041	2005-08-08T16:16:33
2905761	35261	0	0	123308618	TWIN CITY BANK	729 VANDERCOOK WAY 	LONGVIEW	WA	98632	041	2005-08-08T16:16:33
2906311	35285	0	17233	61119820	NEWNAN COWETA BANK	145 MILLARD FARMER INDUSTRIAL BOULEVARD 	NEWNAN	GA	30263	041	2005-08-08T16:16:33
2907019	35585	24080	0	101114918	COMMUNITY FIRST NATIONAL BANK	215 S. SETH CHILD RD. 	MANHATTAN	KS	66502	041	2005-08-08T16:16:33
2907046	35399	0	0	123206846	SILVER FALLS BANK	217 EAST MAIN STREET 	SILVERTON	OR	97381	041	2005-08-08T16:16:33
2907309	35457	24000	0	122243091	BUSINESS FIRST NATIONAL BANK	800 NORTH MILPAS STREET 	SANTA BARBARA	CA	93103	041	2005-08-08T16:16:33
2907439	35331	23925	0	122243130	CALIFORNIA FIRST NATIONAL BANK	5 HUTTON CENTRE DRIVE, SUITE 200 	SANTA ANA	CA	92707	041	2005-08-08T16:16:33
2907448	35287	0	0	122243059	SOUTHLAND BUSINESS BANK	16008 FOOTHILL BOULEVARD 	IRWINDALE	CA	91706	041	2005-08-08T16:16:33
2907484	33472	0	0	82008732	TWIN CITY BANK	2716 LAKEWOOD DRIVE 	NORTH LITTLE ROCK	AR	72116	041	2005-08-08T16:16:33
2907493	35573	0	17346	82908748	FIRST COMMUNITY BANK OF CRAWFORD COUNTY	2925 ALMA HIGHWAY, SUITE A 	VAN BUREN	AR	72956	041	2005-08-08T16:16:33
2907943	35051	0	0	67014932	BEACH BANK	555 41ST STREET 	NORTH MIAMI BEACH	FL	33140	041	2005-08-08T16:16:33
2908575	35495	0	0	124084779	VOLVO COMMERCIAL CREDIT CORP. OF UTAH	4179 RIVERBOAT ROAD, SUITE 110 	SALT LAKE CITY	UT	84123	041	2005-08-08T16:16:33
2908641	35389	23964	0	61119930	POINTPATHBANK, N.A.	500 11TH STREET 	COLUMBUS	GA	31901	041	2005-08-08T16:16:33
2910121	35396	0	17198	67015012	BANK OF NAPLES	4099 TAMIAMI TRAIL NORTH 	NAPLES	FL	34103	041	2005-08-08T16:16:33
2910194	35545	0	17584	91409652	MINNWEST BANK SIOUX FALLS	5001 SOUTH LOUISE AVENUE 	SIOUX FALLS	SD	57108	041	2005-08-08T16:16:33
2911128	35476	0	17741	74914313	LAFAYETTE COMMUNITY BANK	2 NORTH 4TH STREET 	LAFAYETTE	IN	47902	041	2005-08-08T16:16:33
2911511	35576	0	17642	91017138	EASTBANK	1413 FOURTH STREET SOUTHEAST 	MINNEAPOLIS	MN	55414	041	2005-09-02T15:12:59
2911856	35376	0	17442	63114975	FRIENDS BANK	2222 STATE ROAD 44 	NEW SMYRNA BEACH	FL	32168	041	2005-08-08T16:16:33
2911865	35265	0	0	21213481	ALLEGIANCE COMMUNITY BANK	200 VALLEY STREET 	SOUTH ORANGE	NJ	07079	041	2005-08-08T16:16:33
2911986	35156	23868	0	123308582	HOMETOWN NATIONAL BANK	970 14TH AVENUE 	LONGVIEW	WA	98632	041	2005-08-08T16:16:33
2912367	35517	0	0	122243127	1ST PACIFIC BANK OF CALIFORNIA	7728 REGENT ROAD, SUITE 503 	SAN DIEGO	CA	92122	041	2005-08-08T16:16:33
2912750	57081	24010	0	0	SECURITY NATIONAL TRUST CO.	1300 CHAPLINE ST 	WHEELING	WV	26003	041	2005-08-08T16:16:33
2913346	35461	0	0	124303023	AMERICA WEST BANK	1010 NORTH HILL FIELD ROAD 	LAYTON	UT	840414805	041	2005-08-08T16:16:33
2913551	35163	0	0	53112343	MILLENNIA COMMUNITY BANK	1310 WEST ARLINGTON BLVD 	GREENVILLE	NC	27834	041	2005-08-08T16:16:33
2913702	35543	0	0	81918946	BANK OF FRANKLIN COUNTY	900 EAST EIGHTH STREET 	WASHINGTON	MO	63090	041	2005-08-08T16:16:33
2913887	35465	0	17201	53112330	NEW CENTURY BANK	700 WEST CUMBERLAND STREET 	DUNN	NC	28334	041	2005-08-08T16:16:33
2914361	35511	0	0	121143118	SOLANO BANK	403 DAVIS STREET 	VACAVILLE	CA	95688	041	2005-08-08T16:16:33
2914718	57035	0	0	122402104	BANK OF NEVADA	8275 WEST FLAMINGO ROAD 	LAS VEGAS	NV	89147	041	2005-08-08T16:16:33
2914727	35427	23981	17220	61219898	UNITED NATIONAL BANK	114 FIRST STREET, NORTHEAST 	CAIRO	GA	31728	041	2005-08-08T16:16:33
2914820	35466	0	0	0	RBC CENTURA CARD BANK	3475 PIEDMONT ROAD SUITE 300	ATLANTA	GA	30305	041	2005-08-08T16:16:33
2914905	57041	0	0	21113581	COMMUNITY'S BANK THE	1087 BROAD STREET 	BRIDGEPORT	CT	06604	041	2005-08-08T16:16:33
2915126	35514	0	17474	62206376	CHEAHA BANK	1320 HIGHWAY DRIVE 	OXFORD	AL	36203	041	2005-08-08T16:16:33
2915461	35519	0	17250	53112356	NORTH STATE BANK	6200 FALL OF NEUSE ROAD, SUITE 100 	RALEIGH	NC	27609	041	2005-08-08T16:16:33
2915797	35578	0	0	122105809	ARROWHEAD COMMUNITY BANK	17235 NORTH 75TH AVENUE, SUITE B100 	GLENDALE	AZ	85308	041	2005-08-08T16:16:33
2916365	35251	0	0	61119875	SOUTHERN COMMUNITY BANK	525 NORTH JEFF DAVIS DRIVE 	FAYETTEVILLE	GA	30214	041	2005-08-08T16:16:33
2916879	35362	0	0	125184746	GOLF SAVINGS BANK	6505 218TH STREET SOUTHWEST, SUITE 6 	MOUNTLAKE TERRACE	WA	98043	041	2005-08-08T16:16:33
2916963	57047	24090	0	0	U.S. BANK TRUST NATIONAL ASSOCIATION	300 EAST DELAWARE AVENUE 8TH FLOOR	WILMINGTON	DE	19809	041	2005-08-08T16:16:33
2917184	35597	0	0	81018956	NEW FRONTIER BANK	1771 ZUMBEHL ROAD 	SAINT CHARLES	MO	63303	041	2005-08-08T16:16:33
2919076	35559	0	0	64108621	ACADEMY BANK	401 NORTH CASTLE HEIGHTS AVENUE NORTH 	LEBANON	TN	37087	041	2005-08-08T16:16:33
2919423	35547	24049	0	122105825	CANYON COMMUNITY BANK, NATIONAL ASSOCIATION	7981 NORTH ORACLE ROAD 	TUCSON	AZ	85704	041	2005-08-08T16:16:33
2919898	35568	0	0	83908323	AMERICAN BANK & TRUST COMPANY INC.	1302 SCOTTSVILLE ROAD 	BOWLING GREEN	KY	42103	041	2005-08-08T16:16:33
2920287	35450	0	0	83908310	CENTURY BANK OF KENTUCKY, INC.	201 WEST WOODFORD STREET 	LAWRENCEBURG	KY	40342	041	2005-08-08T16:16:33
2920737	35525	0	0	61308592	FRONTIER BANK	817 BROAD STREET 	CHATTANOOGA	TN	37402	041	2005-08-08T16:16:33
2920773	35456	23993	0	31207869	1ST COLONIAL NATIONAL BANK	1040 HADDON AVENUE 	COLLINGSWOOD	NJ	08108	041	2005-08-08T16:16:33
2921211	35236	0	0	61119804	CENTURY BANK OF BARTOW COUNTY	215 EAST MAIN STREET 	CARTERSVILLE	GA	30120	041	2005-08-08T16:16:33
2921592	57128	24072	0	0	GREAT LAKES TRUST COMPANY, NATIONAL ASSOCIATION	13057 SOUTH WESTERN AVENUE 	BLUE ISLAND	IL	60406	041	2005-08-08T16:16:33
2921622	35442	0	0	83908307	CITIZENS BANK OF CUMBERLAND COUNTY, INC.	209 KEEN STREET 	BURKESVILLE	KY	42717	041	2005-08-08T16:16:33
2922339	35469	0	17755	61119969	INTEGRITY BANK	11140  STATE BRIDGE ROAD 	ALPHARETTA	GA	30022	041	2005-08-08T16:16:33
2922674	35485	24015	0	11550057	TALBOTS CLASSICS NATIONAL BANK	4 BLACKSTONE VALLEY PLACE SUITE 1	LINCOLN	RI	02865	041	2005-08-08T16:16:33
2924128	35534	24047	0	0	UNIFIED TRUST COMPANY, NATIONAL ASSOCIATION	2353 ALEXANDRIA DRIVE SUITE 100	LEXINGTON	KY	40504	041	2005-08-08T16:16:33
2925620	35366	23950	0	122243062	CHINO COMMERCIAL BANK, NATIONAL ASSOCIATION	14345 PIPELINE AVENUE 	CHINO	CA	91710	041	2005-08-08T16:16:33
2925666	35583	24083	17880	64008637	PINNACLE NATIONAL BANK	211 COMMERCE STREET THE COMMERCE CENTER	NASHVILLE	TN	37201	041	2005-08-08T16:16:33
2925723	35381	0	0	21213504	RUMSON-FAIR HAVEN BANK AND TRUST COMPANY	636 RIVER ROAD 	FAIR HAVEN	NJ	07704	041	2005-08-08T16:16:33
2927615	57072	0	0	107006787	ADVANTAGE BANK	1473 EAST EISENHOWER ROAD 	LOVELAND	CO	80537	041	2005-08-08T16:16:33
2928733	57024	0	17545	82908751	TIMBERLAND BANK	2421 NORTH WEST AVENUE 	EL DORADO	AR	71730	041	2005-08-08T16:16:33
2929075	57037	0	0	71214333	GOSHEN COMMUNITY BANK	511 WEST LINCOLN AVENUE 	GOSHEN	IN	465270827	041	2005-08-08T16:16:33
2929253	35478	0	0	63115026	SUNSHINE STATE COMMUNITY BANK	4777 CLYDE MORRIS BLVD. 	PORT ORANGE	FL	32119	041	2005-08-08T16:16:33
2929392	57061	24114	0	71926155	CORNERSTONE NATIONAL BANK & TRUST COMPANY	140 WEST NORTHWEST HIGHWAY 	PALATINE	IL	60067	041	2005-08-08T16:16:33
2931603	57079	24125	0	104914050	WORLD'S FOREMOST BANK, NATIONAL ASSOCIATION	ONE CABELA DRIVE 	SIDNEY	NE	69160	041	2005-08-08T16:16:33
2934903	57078	0	0	91017141	COMMUNITY BANK PLYMOUTH	3455 PLYMOUTH BLVD. SUITE 100	PLYMOUTH	MN	55447	041	2005-08-08T16:16:33
2934930	35542	24043	0	63015045	CENTERBANK OF JACKSONVILLE, N.A.	1325 HENDRICKS AVENUE 	JACKSONVILLE	FL	32207	041	2005-08-08T16:16:33
2935423	16699	0	0	111924347	FIRST TEXOMA BANK	2626 LOY LAKE ROAD 	SHERMAN	TX	750902516	041	2005-08-08T16:16:33
2936840	57029	0	0	72414051	BANK OF ALPENA, THE	468 NORTH RIPLEY BOULEVARD 	ALPENA	MI	49707	041	2005-08-08T16:16:33
2938143	35451	0	0	63115068	BANK OF COMMERCE, THE	783 SOUTH ORANGE AVENUE 	SARASOTA	FL	34236	041	2005-08-08T16:16:33
2938161	35536	0	0	67014990	SOUTHERN COMMUNITY BANK OF SOUTHWEST FLORIDA	9021 BONITA BEACH ROAD, S.E. 	BONITA SPRINGS	FL	34135	041	2005-08-08T16:16:33
2938198	57082	0	0	71926184	NORTHBROOK BANK & TRUST COMPANY	1100 WAUKEGAN ROAD P O BOX 2549	NORTHBROOK	IL	60062	041	2005-08-08T16:16:33
2938684	57075	0	0	67015070	PREMIER COMMUNITY BANK OF SOUTHWEST FLORIDA	4959 SOUTH CLEVELAND AVENUE PAGE FIELD COMMONS	FORT MYERS	FL	33906	041	2005-08-08T16:16:33
2938769	57034	0	0	84206150	OXFORD UNIVERSITY BANK	1550 UNIVERSITY AVENUE 	OXFORD	MS	38655	041	2005-08-08T16:16:33
2939001	35558	0	0	63115039	CENTURY BANK OF FLORIDA	716 WEST FLETCHER AVENUE 	TAMPA	FL	33612	041	2005-08-08T16:16:33
2939038	57115	0	17702	73922791	AMES COMMUNITY BANK	12TH & SOUTH DUFF AVENUE PO BOX 1766	AMES	IA	500101766	041	2005-08-08T16:16:33
2939391	57058	0	0	82908780	PEOPLES BANK	1120 SOUTH ROCK STREET 	SHERIDAN	AR	72150	041	2005-08-08T16:16:33
2941068	57038	24107	0	75917937	NICOLET NATIONAL BANK	110 SOUTH WASHINGTON STREET 	GREEN BAY	WI	54301	041	2005-08-08T16:16:33
2941509	35566	0	0	125108625	FOUNDATION BANK	1110 112TH AVENUE NORTHEAST, SUITE 100 	BELLEVUE	WA	980048017	041	2005-08-08T16:16:33
2942524	57099	0	0	122105867	YUMA COMMUNITY BANK	454 WEST CATALINA DRIVE 	YUMA	AZ	85364	041	2005-08-08T16:16:33
2942690	57053	0	0	26013576	SIGNATURE BANK	565 FIFTH AVENUE, 12TH FLOOR 	NEW YORK	NY	10017	041	2005-08-08T16:16:33
2942814	57067	0	0	122243208	SUNRISE BANK OF SAN DIEGO	4570 EXECUTIVE DRIVE, SUITE 110 	SAN DIEGO	CA	92121	041	2005-08-08T16:16:33
2942823	57119	0	0	112024437	UNITED BANK OF EL PASO DEL NORTE	125 MESA HILLS DR 	EL PASO	TX	799124874	041	2005-08-08T16:16:33
2943389	35474	23999	0	122043107	INTERBUSINESS BANK, NATIONAL ASSOCIATION	660 SOUTH FIGUEROA 	LOS ANGELES	CA	90017	041	2005-08-08T16:16:33
2943615	35513	0	17550	61119985	COMMUNITY BANK OF PICKENS COUNTY	15 MOUNTAINSIDE DRIVE 	JASPER	GA	30143	041	2005-08-08T16:16:33
2944108	35588	0	0	124103812	LEWISTON STATE BANK OF IDAHO	227 SOUTH STATE STREET, SUITE B 	PRESTON	ID	83263	041	2005-08-08T16:16:33
2944715	35280	23913	0	21213449	BPABANK, NATIONAL ASSOCIATION	255 LAFAYETTE STREET 	NEWARK	NJ	07105	041	2005-08-08T16:16:33
2947556	35533	0	0	0	FIRST ELECTRONIC BANK	11781 SOUTH LONE PEAK PARKWAY, SUITE 135 	DRAPER	UT	84020	041	2005-08-08T16:16:33
2948049	35570	0	17575	53112398	STERLINGSOUTH BANK & TRUST COMPANY	3202 NORTHLINE AVENUE 	GREENSBORO	NC	27408	041	2005-08-08T16:16:33
2948058	57069	0	0	65306189	FIRST COMMERCIAL BANK	1300 MEADOWBROOK ROAD SUITE 100	JACKSON	MS	39211	041	2005-08-08T16:16:33
2948245	4015	12488	13077	91217158	FIRST NATIONAL BANK OF LUVERNE	800 SOUTH KNISS AVENUE 	LUVERNE	MN	56156	041	2005-08-08T16:16:33
2948423	57022	0	0	112206776	BANK OF CLOVIS, THE	300 NORTH MAIN STREET 	CLOVIS	NM	88101	041	2005-08-08T16:16:33
2948450	57027	0	0	111924363	HBANK TEXAS	4501 WILLIAM D. TATE 	GRAPEVINE	TX	76051	041	2005-08-08T16:16:33
2949073	35342	0	0	21213494	FRANKLIN BANK	277 FRANKLIN AVENUE 	NUTLEY	NJ	07110	041	2005-08-08T16:16:33
2949514	57028	0	52443	83908336	CITIZENS FINANCIAL BANK, INC.	113 WEST PUBLIC SQUARE 	GLASGOW	KY	42141	041	2005-08-08T16:16:33
2949710	57126	24171	0	71104647	NATIONAL BANK, THE	DUCK CREEK MALL 852 MIDDLE ROAD SUITE 101 PO BOX 1030	BETTENDORF	IA	527220018	041	2005-08-08T16:16:33
2950604	57039	0	52057	84206176	COVENANT BANK	206 SHARKEY AVENUE 	CLARKSDALE	MS	38614	041	2005-08-08T16:16:33
2950668	35550	0	0	121202114	NORTHERN NEVADA BANK	3490 SOUTH VIRGINIA STREET 	RENO	NV	89502	041	2005-08-08T16:16:33
2950677	35575	0	0	0	CIT BANK	2855 EAST COTTONWOOD PARKWAY, SUITE 110 	SALT LAKE CITY	UT	84121	041	2005-08-08T16:16:33
2951683	57118	24160	0	65306192	MISSISSIPPI NATIONAL BANKER'S BANK	1052 HIGHLAND COLONY PARKWAY 100 CONCOURSE BUILDING, SUITE 204	RIDGELAND	MS	39157	041	2005-08-08T16:16:33
2953418	35430	0	17800	67015096	OPTIMUMBANK.COM	10197 CLEARY BLVD. 	PLANTATION	FL	33324	041	2005-08-08T16:16:33
2954059	35541	0	0	21213520	BAYONNE COMMUNITY BANK	860 BROADWAY 	BAYONNE	NJ	07002	041	2005-08-08T16:16:33
2954497	57033	0	0	123206859	WILLAMETTE VALLEY BANK	101 HIGH STREET NORTHEAST 	SALEM	OR	97301	041	2005-08-08T16:16:33
2955458	57057	0	0	111024386	PARK CITIES BANK	5307 EAST MOCKINGBIRD SUITE 200	DALLAS	TX	75206	041	2005-08-08T16:16:33
2957014	57144	24183	17836	101114947	AMERICAN STATE BANK & TRUST COMPANY, NATIONAL ASSOCIATION	1321 MAIN STREET 	GREAT BEND	KS	67530	041	2005-08-08T16:16:33
2957667	57136	0	0	122243347	DISCOVERY VALLEY BANK	1145 SAN MARINO DRIVE, SUITE 346 	SAN MARCOS	CA	92069	041	2005-08-08T16:16:33
2958048	35548	24051	0	111924350	KILGORE NATIONAL BANK	1116 N KILGORE ST, SUITE 104 	KILGORE	TX	75662	041	2005-08-08T16:16:33
2958972	57097	0	0	72414064	NORTHSTAR BANK	833 SOUTH VAN DYKE 	BAD AXE	MI	48413	041	2005-08-08T16:16:33
2959700	57116	0	0	122105854	SOUTHWEST BANK OF PHOENIX	2222 EAST CAMELBACK ROAD 	PHOENIX	AZ	85016	041	2005-08-08T16:16:33
2960331	35409	23970	17631	61119927	FIRST NATIONAL BANK OF GWINNETT	2734 MEADOW CHURCH ROAD 	DULUTH	GA	30097	041	2005-08-08T16:16:33
2960434	57060	0	0	122105812	DESERT HILLS BANK	3001 EAST CAMELBACK ROAD 	PHOENIX	AZ	85016	041	2005-08-08T16:16:33
2960555	57025	0	0	112206792	AMERICAN HERITAGE BANK	2108 NORTH MAIN 	CLOVIS	NM	88101	041	2005-08-08T16:16:33
2960742	57070	0	0	72414048	BANK OF WASHTENAW	450 EAST MICHIGAN AVENUE 	SALINE	MI	48176	041	2005-08-08T16:16:33
2960788	57150	23918	0	0	WHEATON COLLEGE TRUST COMPANY, NATIONAL ASSOCIATION	501 COLLEGE AVENUE 	WHEATON	IL	60187	041	2005-08-08T16:16:33
2961703	57021	24034	0	122243169	MISSION OAKS NATIONAL BANK	41530 ENTERPRISE CIRCLE SOUTH, SUITE 100 	TEMECULA	CA	92590	041	2005-08-08T16:16:33
2961776	35535	0	0	122243172	ORANGE COMMUNITY BANK	1045 WEST KATELLA AVENUE, SUITE 100 	ORANGE	CA	92867	041	2005-08-08T16:16:33
2962652	57117	24166	17747	61020058	BANK OF AMERICA GEORGIA, NATIONAL ASSOCIATION	600 PEACHTREE STREET, N.E. 	ATLANTA	GA	30308	041	2005-08-08T16:16:33
2963266	35530	0	0	53112408	FIRST CAROLINA STATE BANK	137 NORTH WINSTEAD AVE 	ROCKY MOUNT	NC	27804	041	2005-08-08T16:16:33
2963275	57137	0	0	122105870	MISSION BANK	2439 HUALAPAI MOUNTAIN ROAD 	KINGMAN	AZ	86401	041	2005-08-08T16:16:33
